usuario	tuit_es	tuit_en	sentiment	emoji
 DiegodelBosqueV	" @GaelGarciaB No me sorprende que Pemex sea de las empresas más contaminantes, México está entre los 10 países más poblados del mundo.  La extracción y refinación de petróleo es contaminante y es indispensable para casi todas las actividades.
"	"@GaelGarciaB It does not surprise me that Pemex is one of the most polluting companies, Mexico is among the 10 most populated countries in the world. Oil extraction and refining is polluting and essential for almost all activities.
"	-1	😠
 DiegodelBosqueV	" @GaelGarciaB La huella de carbono per capita de México es muy pequeña en comparación a prácticamente cualquier país desarrollado. En el contexto de múltiples necesidades urgentes ( 50% de la población en pobreza) y recursos limitados, respaldo las prioridades establecidas por el gobierno.
"	"@GaelGarciaB Mexico's per capita carbon footprint is very small compared to practically any developed country. In the context of multiple urgent needs (50% of the population in poverty) and limited resources, I support the priorities established by the government.
"	-1	😠
 DiegodelBosqueV	" Sostengo que la crisis ambiental no se soluciona con un cambio de tecnologías solamente, necesitamos un cambio de sistema, que unos cuantos magnates no determinen que, cuanto y como producir. También sostengo que hoy x hoy no es viable quitarle el carbón a la región carbonífera.
"	"I argue that the environmental crisis is not solved with a change in technologies only, we need a change in the system, that a few magnates do not determine what, how much and how to produce. I also argue that today x today it is not feasible to remove coal from the coal region.
"	-1	😠
 DiegodelBosqueV	" @vampipe Nou, yo solo te estoy contando el desastre ambiental que ha dejado la industria lechera en mi estado, ya el colmo es que además te vendas quesos que no son quesos.
"	"@vampipe Nou, I'm just telling you about the environmental disaster left by the dairy industry in my state, and the last straw is that you also sell cheeses that are not cheeses.
"	-1	😠
 DiegodelBosqueV	" Morena y Agua para todos buscan aprobar una ley Gral de Aguas que acabe con el desastre de las concesiones privadas, la contaminación y la inequidad hídrica, el panismo de la mano de @MarioMataC busca dejar intacta la ley actual privatizadora y contaminadora.¿De qué lado están?
"	"Morena and Agua para todos seek to approve a General Water Law that ends the disaster of private concessions, pollution and water inequality, the PAN by the hand of @MarioMataC seeks to leave intact the current privatizing and polluting law. side are they?
"	-1	😠
 DiegodelBosqueV	" Su crítica al neoliberalismo y a la hipocresía de muchos supuestos ambientalistas prestigiados que permitieron que México se convirtiera en un infierno ambiental le trajo muchos enemigos, pero se mantuvo firme hasta el final. 👇
"	"His criticism of neoliberalism and the hypocrisy of many reputed environmentalists who allowed Mexico to turn into an environmental hell brought him many enemies, but he stood firm to the end. 👇
"	-1	😠
 DiegodelBosqueV	" ¡Que chido! Esas playeras las hicimos en #Saltillo para financiar el viaje a una movilización nacional en defensa del petróleo en CDMX.  La dicha es mucha en la lucha ❤️ #YoContribuiConAMLO https://t.co/JFt0UDFSmm
"	"How cool! We made those shirts in #Saltillo to finance the trip to a national mobilization in defense of oil in CDMX. Happiness is great in the fight ❤️ #YoContribuiConAMLO https://t.co/JFt0UDFSmm
"	1	😀
 DiegodelBosqueV	" Es notable que los panistas, a pesar de ser neoliberales pro privatización del petróleo, requirieran ser sobornados para aprobar una reforma con la que simpatizaban  Eso revela su escala de valores: es importante privatizar, pero más importante es robar.
"	"It is remarkable that the PAN, despite being pro-oil privatization neoliberals, required bribes to pass a reform with which they sympathized. This reveals their scale of values: it is important to privatize, but more important is to steal.
"	1	😀
 DiegodelBosqueV	" También defiendo el Tren Maya, les falle como ambientalista blanco primer mundista que carga una composta en sus bolsillos, lo siento. https://t.co/nQmXClakUr
"	"I also defend the Mayan Train, I failed them as the first white environmentalist in the world to carry compost in their pockets, I'm sorry. https://t.co/nQmXClakUr
"	-1	😠
 DiegodelBosqueV	" Espero que los artistas que se integraron a la campaña para “salvar CONANP”, se sumen también a revertir este desastre ambiental que dejó el neoliberliamso.
"	"I hope that the artists who joined the campaign to ""save CONANP"" will also join in reversing this environmental disaster left by the neoliberliamso.
"	1	😀
 DiegodelBosqueV	" 3) La imparable contaminación  de los principales ríos del centro y norte del país, que han dado lugar a infiernos ambientales por el alto número de enfermos de cáncer y otros males. 4) La total inacción ante el uso de más de 80 plaguicidas tóxicos encabezados por el glifosato.
"	"3) The unstoppable contamination of the main rivers in the center and north of the country, which have given rise to environmental hells due to the high number of patients with cancer and other ills. 4) The total inaction in the face of the use of more than 80 toxic pesticides headed by glyphosate.
"	-1	😠
 DiegodelBosqueV	" Toledo enumera 10 acciones fundamentales en la descomposición del medio ambiente en México, con la total complicidad de los ex funcionarios firmantes. Les compartó los puntos centrales del ecocidio mexicano neoliberal: Hilo
"	"Toledo lists 10 fundamental actions in the decomposition of the environment in Mexico, with the full complicity of the former signing officials. He shared with them the central points of the neoliberal Mexican ecocide: Hilo
"	1	😀
 GabrielaBarquet	" @MujeresNA Isla Mujeres QRoo presente en el activismo vs violencia a la mujer @Luiscasob @SnteNacional @alfredvalles https://t.co/isKG6clmZT
"	"@MujeresNA Isla Mujeres QRoo present in activism against violence against women @Luiscasob @SnteNacional @alfredvalles https://t.co/isKG6clmZT
"	-1	😠
 GabrielaBarquet	" Aqui la canción ideal para estos 16 días de activismo #niunamas @MujeresNA @NuevaAlianza @SnteNacional @Luiscasob   https://t.co/befIdVaoDe
"	"Here is the ideal song for these 16 days of activism #niunamas @MujeresNA @NuevaAlianza @SnteNacional @Luiscasob https://t.co/befIdVaoDe
"	1	😀
 GabrielaBarquet	" @SRE_mx convoca a campaña #16días de activismo para eliminar la violencia contra la mujer https://t.co/kD5X4c0Hwb https://t.co/chws5UrwBp
"	"@SRE_mx calls for a campaign # 16days of activism to eliminate violence against women https://t.co/kD5X4c0Hwb https://t.co/chws5UrwBp
"	-1	😠
 GabrielaBarquet	" Sabadito laboral :) esta rico el calor pero hay que darle gente bonita. https://t.co/U4Uzez88S3
"	"Saturday work :) the heat is delicious but you have to give it beautiful people. https://t.co/U4Uzez88S3
"	1	😀
 ana_chvez	" @heliodoro1978 @EnriqueAlfaroR Tan poquito 🧠 tienes. No sabes argumentar. Acudes a la ofensa 🤔 mmta. Bueno. Salúdame a tu pareja. Dile que no pensé que necesitaran lo defienderan del pésimo trabajo que ha hecho como funcionario. Y era obvio ser activista y reclamador cesudo no es lo mismo que un profesional.
"	"@ heliodoro1978 @EnriqueAlfaroR So little 🧠 you have. You don't know how to argue. You go on the offense 🤔 mmta. Well. Say hello to your partner. Tell him I didn't think they needed to defend him from the lousy job he has done as a civil servant. And it was obvious to be an activist and a jobseeker is not the same as a professional.
"	-1	😠
 ana_chvez	" @rvillanueval que va a pasar del fondo de retiro de los trabajadores de la UdeG ahora que @lopezobrador_ expidió el decreto de extinción? Que yo sepa es un fideicomiso o me equivoco? Me puedes aclarar y dar información, por favor
"	"@rvillanueval what is going to pass from the retirement fund of UdeG workers now that @lopezobrador_ has issued the decree of extinction? That I know is a trust or am I wrong? Can you clarify and give me information, please
"	1	😀
 ArmandoGA26	" Día Mundial de la Educación Ambiental. Tiene como objetivo generar conciencia en todos nosotros sobre la importancia de conservar el medio ambiente. 🌱🌎 https://t.co/6zZRxbZ6Ck
"	"World Environmental Education Day. It aims to raise awareness in all of us about the importance of conserving the environment. 🌱🌎 https://t.co/6zZRxbZ6Ck
"	1	😀
 ArmandoGA26	" Lamento el cobarde asesinato de la periodista y activista afgana, #MalalaMaiwand. ¡Que su ejemplo y legado vivan por siempre! https://t.co/EmgqpxmL1N
"	"I regret the cowardly murder of the Afghan journalist and activist, #MalalaMaiwand. May her example and her legacy live on forever! https://t.co/EmgqpxmL1N
"	-1	😠
 ArmandoGA26	" 📊 Hoy en el #DíaMundialDeLaEstadística, reconozcamos el papel fundamental que esta disciplina ha jugado en el entendimiento, análisis y mitigación del riesgo que la pandemia ha causado en las sociedades y economías del mundo. ✍️ Les comparto este artículo https://t.co/gDWd6M6SA5
"	"📊 Today on #WorldStatisticsDay, let us recognize the fundamental role that this discipline has played in understanding, analyzing and mitigating the risk that the pandemic has caused in the world's societies and economies. ✍️ I share this article https://t.co/gDWd6M6SA5
"	1	😀
 ArmandoGA26	" Asimismo, tuve la oportunidad de preguntarle acerca del desarrollo sustentable, rehabilitación de instituciones educativas, desarrollo en investigación y tecnológia. Siempre trabajaré en beneficio de todos los poblanos. 2/2 #DiputadoGestor 👍🏼  #LXLegislatura
"	"I also had the opportunity to ask him about sustainable development, rehabilitation of educational institutions, research and technology development. I will always work for the benefit of all poblanos. 2/2 #DiputadoGestor 👍🏼 #LXLegislatura
"	1	😀
 ArmandoGA26	" Les hago una cordial invitación al foro ""Calidad del Aire Responsabilidad Compartida"" La disminución de la contaminación atmosférica es responsabilidad de todos cuidemos nuestro planeta 🌏 @CongresoPue.  #Somos5PueblaNosMueve 🖐️ #GrupoEmergenteAmbiental 🌱🍃 https://t.co/h8f1ZRzz4n
"	"I cordially invite you to the forum ""Air Quality Shared Responsibility"" Reducing air pollution is everyone's responsibility. Let's take care of our planet 🌏 @CongresoPue. # Somos5PueblaNosMueve 🖐️ #GrupoEmergenteAmbiental 🌱🍃 https://t.co/h8f1ZRzz4n
"	1	😀
 ArmandoGA26	" En la Comisión de Asuntos Indígenas, aprobando un exhorto al ejecutivo del Estado, para la creación de un Organismo Público Descentralizado que ayude al desarrollo integral y sustentable de los Pueblos y Comunidades indígenas del Estado https://t.co/qC6YkSmYFk
"	"In the Indigenous Affairs Commission, approving an exhortation to the State executive, for the creation of a Decentralized Public Organism that helps the integral and sustainable development of the Indigenous Peoples and Communities of the State https://t.co/qC6YkSmYFk
"	1	😀
 Luischazaro11	" Nos encontramos en #Tepic #Nayarit, encabezando un mitin en defensa del petróleo, con la firme exigencia de miles de personas de que bajen los precios de los combustibles @PRDMexico @NvaIzq @Jesus_ZambranoG @PrdNayarit https://t.co/SztqiSobb2
"	"We are at #Tepic #Nayarit, leading a rally in defense of oil, with the firm demand of thousands of people to lower fuel prices @PRDMexico @NvaIzq @Jesus_ZambranoG @PrdNayarit https://t.co/SztqiSobb2
"	-1	😠
 mmiguelcarrillo	" Por mejores condiciones para l@s ciclistas, hay que legislar para promover infraestructura vial para medios de transporte no contaminantes, por eso mejor #MuéveteEnBici https://t.co/MBYvwfEEVb
"	"For better conditions for cyclists, we must legislate to promote road infrastructure for non-polluting means of transport, that's why better # MuéveteEnBici https://t.co/MBYvwfEEVb
"	1	😀
 mmiguelcarrillo	" Es importante compartir esta información a tod@s l@s poblan@s que viajan a la CDMX sobre el acuerdo alcanzado por @BetyManrique con la Comisión Ambiental de la Zona Metropolitana del Valle de México y evitar así ser extorsionado por “vivales” que se hacen pasar por policías https://t.co/AWTKycfr6c https://t.co/BvnRq77Su7
"	"It is important to share this information to all people who travel to CDMX about the agreement reached by @BetyManrique with the Environmental Commission of the Metropolitan Area of ​​the Valley of Mexico and thus avoid being extorted by “vivales” that are made go through police https://t.co/AWTKycfr6c https://t.co/BvnRq77Su7
"	1	😀
